property_name,link,society,price,area,areaWithType,bedRoom,bathroom,balcony,additionalRoom,address,floorNum,facing,agePossession,nearbyLocations,description,furnishDetails,features,rating,property_id
"2 BHK Flat in Doddathoguru, Electronic City",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-doddathoguru-bangalore-south-981-sqft-spid-H89388301,SAI ELITE,55.17 Lac,"₹5,623 /sqft",Super Built-up area 981(91.14 sq.m.)Built-up area: 980 sqft (91.04 sq.m.)Carpet area: 799 sqft (74.23 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Others,"410, Doddathoguru, Electronic City",4th   of 5 Floors,East,0 to 1 Year Old,"['Devi Temple', 'Icici ATM', 'Kvb ATM', 'Karnataka bank ATM', 'Nayan Dental Clinic', 'Sri Laxmi Hospital', 'Best E City Hospital', 'Clinic', 'Royal Dental Clinic', 'Narayana Hridayalaya Axiss dental', 'NH Narayana municipal clinic', 'Srujana Hospital', 'Ganesh Medicals', 'Good Health Pharma', 'Balaji Medicals', 'NH pharmacy', 'Balaji Medical', 'Velankani Tech Park', 'Euro Kids', 'State bank of india', 'Hdfc bank', 'Icici bank', 'Karnataka bank', 'Vyanjan Restaurant', 'Fusion Meals', 'Thalassery Restaurant', 'Burger King', 'Kritunga', 'Mast Kalandar', 'Hot N Cool', 'Golden Forks', 'Food n Drinks', 'Dominos', 'Sila Restaurant', 'Cafe Neeladri', 'Kaati Zone', 'Ladoos', 'U.S. Pizza', 'Beijing Bites', 'Sandesh Sweets and Chats', 'Oasis Bar and Restuarant', 'Aastha', 'Moritz restaurant', '46 Ounces', ""Mamaji's"", 'New Green Leaf Restaurant', 'Sacretis School', 'New Horizon Eng School', 'GHPS Doddathoguru', 'GLPS Chikkatoru']","The flat is facing the east direction. The flat occupies a super built up area of 981 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 4th level of a 5 storey building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The well built vitrified flooring enhances the aesthetic appeal of this flat. The flat will offer a modern lifestyle as it is presented with many of the amenities such as lift(s). An uninterrupted supply of clean water provides a hassle-Free experience for the residents.",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)']","['Connectivity4 out of 5', 'Lifestyle4.2 out of 5', 'Safety4 out of 5', 'Green Area4.1 out of 5']",H89388301
"2 BHK Flat in Thanisandra, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-dream-gardens-thanisandra-bangalore-north-1009-sqft-spid-M88730558,Sobha Dream Gardens,1.25 Crore,"₹12,388 /sqft",Super Built-up area 1009(93.74 sq.m.)Carpet area: 627 sqft (58.25 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,,"Thanisandra, Bangalore",20th   of 23 Floors,North-West,0 to 1 Year Old,"['Euro School', 'Reva Institute', 'Bellahalli', 'Kannuru', 'Delhi Public School', 'Regal Hospital', 'Yelahanka Junction', 'Elements Mall', 'RMZ Galleria Mall', 'North Gate Office Park', 'Bangalore International School', 'Cratis Hospital', 'L & T Tech park', 'Manyata Tech park', 'Airport']","This residential flat is north-West-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1009 sq.Ft. This flat lies on the 20th level of a 23 storey building. This is a ready to move project and the property is 0-1 year old. The well built vitrified flooring enhances the aesthetic appeal of this flat. Many of the modern amenities being offered, like swimming pool, fitness centre / gym, club house, park, shopping centre, grocery shop, lift(s), water softening plant and visitor parking, will provide a pleasant living experience for you. Borewell/tank and municipal corporation provides a regular supply of water to this residential project.",[],"['Power Back-up', 'Vaastu Compliant', 'Piped-gas']","['Construction3.6 out of 5', 'Amenities3.5 out of 5', 'Management3.2 out of 5', 'Connectivity3.9 out of 5', 'Green Area3.7 out of 5']",M88730558
"3 BHK Flat in Kyalasanahalli, Near Hennur Road, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sobha-victoria-park-kyalasanahalli-bangalore-north-1798-sqft-spid-U89970962,Sobha Victoria Park,2.55 Crore,"₹14,182 /sqft",Super Built-up area 1798(167.04 sq.m.)Built-up area: 1797 sqft (166.95 sq.m.)Carpet area: 1291.46 sqft (119.98 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,,"800, Kyalasanahalli, Near Hennur Road, Bangalore",4th   of 9 Floors,East,0 to 1 Year Old,"['Bangalore International School', 'Kristu Jayanti College', 'Thanisandra Main Road', 'Altius Superspeciality Hospitals', 'Kalyan Nagar Metro Station', 'Manyata Tech Park', 'Elements Mall', 'Hilton Hotel Bengaluru', 'Bhattarahalli Indoor Stadium', 'Funworld Water Park', 'Yelahanka Railway Junction', 'Kempegowda International Airport']",Brand new flat unfurnished flat available for sale and project as the all amenities project is located in new international airport road oc received flat as very good ventilation house call for more details and flat visit,[],"['Power Back-up', 'False Ceiling Lighting', 'Separate entry for servant room']",[],U89970962
"2 BHK Flat in Kadugodi, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kadugodi-bangalore-east-1405-sqft-spid-G86812548,SARANYA SIGNATURE,1.4 Crore,"₹9,974 /sqft",Super Built-up area 1405(130.53 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,"Study Room,Servant Room","Flat No-607, Kadugodi, Bangalore",6th   of 13 Floors,East,0 to 1 Year Old,"['Whitefield metro station', 'State bank of india ATM', 'Punjab national bank ATM', 'Hdfc bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Tele Rad RX DX Health care Pvt Ltd', 'Sky Diagnostic Centre kumbena agrahara', 'New Life Hospital bangalore', 'Kannamangala Primary Health Center', 'Narayana Multispeciality Hospital', 'International Tech Park', 'Shell', 'State bank of india', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Delhiwale', 'Wild Beans', 'Bhagini Residency', 'Thallasery Restaurant', 'Shanmukha Restaurant', 'Adyar Ananda Bhavan', 'Punjabi by Nature 2.0', ""Domino's Pizza"", 'Dot Yum', 'Nandhini', ""Swensen's Ice-cream"", 'Abhiruchi', 'Dosa Time', 'Habanero', 'Bakasur', 'Barbeque Nation', 'Divine Light Trust For The Blind', 'Apple Kids', 'MVJ College of Engineering', 'Whitefield railway station']","This lovely 2 bhk apartment/flat in kadugodi is available for sale in one of bangalore east's most popular projects, saranya signature. The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1405 sq.Ft. The flat has a total of 13 floors and this property is situated on 6th floor. This residential flat is currently under construction and you can expect the possession of the same by may 2027. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. The flat will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park, lift(s), fitness centre / gym, swimming pool, club house, security guard and water softening plant. Municipal corporation and borewell/tank provides a regular supply of water to this residential project.",[],"['Security / Fire Alarm', 'Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Guard', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house']","['Connectivity4.4 out of 5', 'Lifestyle4.2 out of 5', 'Safety4.3 out of 5', 'Green Area4.1 out of 5']",G86812548
"2 BHK Flat in Neeladri Nagar, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-neeladri-nagar-bangalore-south-1413-sq-ft-r1-spid-X81051511,Habulus Green View,79 Lac,"₹5,591 /sqft",Super Built-up area 1413(131.27 sq.m.)Built-up area: 1400 sqft (130.06 sq.m.)Carpet area: 1050 sqft (97.55 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Others,"Neeladri Nagar, Bangalore",2nd   of 5 Floors,East,0 to 1 Year Old,"['Punjab national bank ATM', 'Icici ATM', 'Kvb ATM', 'Karnataka bank ATM', 'Citibank ATM', 'Corporation bank ATM', 'Shree Vinayaka Multispeciality Centre', 'E-City Family Dental Centre', 'Wipro First Aid Clinic', 'Srujana Hospital', 'Clinic', 'Dietician Priyanka Khandelwal', 'The Dental Square Multispeciality Clinic', 'Balaji Medical', 'Trust Medicals', 'Wipro EC Bus Stand', 'Vijaya bank', 'Icici bank', 'Hdfc bank', 'State bank of india', 'Karnataka bank', 'Idbi bank', ""Papa John's"", 'Barista', 'She Brews', 'New Green Leaf Restaurant', 'Mama-G', 'Eat And Meet', ""Mamaji's"", 'Oasis Bar and Restuarant', 'Moritz restaurant', 'Sandesh Sweets and Chats', 'Cafe Neeladri', 'Mast Kalandar', 'Punjabi Dhaba', 'Andhra Mess', 'Bombay Kulfi', 'Burger King', 'Kerala Mess', 'Dominos', 'Kritunga', 'Greens bar and restaurant', 'Sky Bar', 'KFC', 'EC1 Canteen', 'Pot Biryani', 'Soul Indian Speciality Svenska', 'Foodware', 'Just books library', 'Wipro isd library']","Habulus green view is one of the most popular destination for buying apartments/ flats in neeladri nagar, bangalore south. You too can be a part of this society by purchasing this 2 bhk flat here. The flat is facing the east direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1413 sq.Ft. The residential building has 5 floors in total and the flat for sale is located on the 2nd floor. An added advantage of this 0-1 year old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. All the modern amenities such as fitness centre / gym, park, club house / community center, cctv surveillance, lift(s) and visitor parking will make life easier for you. The housing society ensures a continuous supply of water to your flat from borewell/tank.",[],"['Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house', 'Rain Water Harvesting']","['Connectivity4 out of 5', 'Lifestyle4.2 out of 5', 'Safety3.9 out of 5', 'Green Area3.8 out of 5']",X81051511
"2 BHK Flat in Yeshwanthpur Industrial Area, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-golden-grand-yeshwanthpur-industrial-area-bangalore-west-1400-sqft-spid-W90047362,Golden Grand,2 Crore,"₹14,286 /sqft",Super Built-up area 1400(130.06 sq.m.)Carpet area: 1200 sqft (111.48 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,,"Yeshwanthpur Industrial Area, Bangalore",5th   of 24 Floors,East,5 to 10 Year Old,"['Goraguntepalya metro station', 'Yeshwantpur Market', 'Shiva Temple', 'Ganapathi Temple', 'Sbi ATM', 'Canara bank ATM', 'Union bank ATM', 'Mysore Hospital', 'Dr. Srikanth Kp', 'People Tree Hospitals', 'Government Maternity Hospital', 'Cambridge Hospital', 'Raksha Multispeciality Hospital', 'Sun Orthopaedic center', 'Mathrushree Nethralaya', 'Nandini Medicals', 'Medicine Point', 'Suprith', 'Raghu pharma', '2-Wheeler Parking', 'Yeswantapur Station Parking', 'Parking', 'Indian Oil', 'HP Petrol Pump', 'Petrol Pump', 'Hindustan Petroleum', 'Reliance', 'Lic bank', 'Canara bank', 'Andhra bank', 'Axis bank', 'Union bank', 'Icici bank', 'Bank of baroda', 'Corporation bank', 'State bank of india', 'PVR Cinemas', 'Hotel Prabha International', 'KFC', 'Kadamba Fast Food', 'Neetu Kitchen', 'Dakshen Veg Restaurant', 'New Mangaluru Lynch Home', 'Raju Samosa', 'Annapurna Restaurant', 'Samosa', 'Hotel Madeshwara', 'L.C.R. English School', 'Yesvantpur junction railway station', 'Sri Mookambika Trading Co']","This residential flat is east-Facing direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 2 balconies. All in all, the flat is spread over a super built up area of 1400 sq.Ft. The residential building has 24 floors in total and the flat for sale is located on the 5th floor. Being a ready to move project, you can expect immediate possession of this 5-10 years old property. The flat comes well built with vitrified flooring options. Golden grand is designed very well to provide modern facilities such as swimming pool, fitness centre / gym, club house, park, lift(s), security guard, maintenance staff and visitor parking. You enjoy a 24*7 access to water in your flat.","['2 Wardrobe', 'Fan', '1 Exhaust Fan', '2 Geyser', 'Light', '1 Modular Kitchen', '1 Curtains', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Piped-gas']","['Construction4.1 out of 5', 'Amenities4.1 out of 5', 'Management3.7 out of 5', 'Connectivity4.2 out of 5', 'Green Area4 out of 5']",W90047362
"3 BHK Flat in Panathur, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-prestige-ivy-terraces-panathur-bangalore-east-1713-sqft-spid-D89477806,Prestige Ivy Terraces,2.92 Crore,"₹17,046 /sqft",Super Built-up area 1713(159.14 sq.m.)Carpet area: 1400 sqft (130.06 sq.m.),3 Bedrooms,3 Bathrooms,1 Balcony,"Others,Study Room,Pooja Room","Panathur, Bangalore",11st   of 16 Floors,North,5 to 10 Year Old,"['Temple', 'Shiva Temple', 'Hdfc bank ATM', 'State bank of india ATM', 'Axis bank ATM', 'Indicash ATM', 'Maruthi clinic', 'Janani Clinic', 'Bright Smiles Family dental Care', 'Multi-level Car Parking', ""Cisco Visitor's Parking"", 'Axis bank', 'Clubhouse Cafe', 'Food Court', 'Swati deluxe', 'Swathi', 'Sri Vishnu', 'Pizza Hut', 'Jalsa Gold Restaurant', 'Float Rooftop Restaurant', ""Papa John's"", 'Bhagini', 'The Black Pearl', 'ande ka funda', 'Chulha Bhatti', 'Mast Biryani', 'Punjabi Tadka', 'New Horizon Gurukul', 'Krishvi Gavakshi', 'Geethanchali olypiad', 'Orchids The International School Panathur', 'New Horizon College of Engineering', 'New Horizon Vidya Mandir', 'BGL 14', 'BGL 15', 'KPMG Global Services', 'EXL Service', 'Quest Global', 'Sony', 'Altimetrik India Pvt Ltd', 'Seagate Technology', 'Sears India Bengaluru', 'Copal Amba', 'Cisco', 'ValueLabs', 'Prowareness', 'Wells Fargo', 'Applied Micro circuit India Pvt. Ltd.', 'Skelta Software', 'Savvis']","This residential flat is north-Facing direction. The flat is over 1713 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. The residential building has 16 floors in total and the flat for sale is located on the 11th floor. This 5-10 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an alluring look. All the modern amenities such as swimming pool, fitness centre / gym, club house, park, cctv surveillance, lift(s), maintenance staff and visitor parking will make life easier for you. Borewell/tank and municipal corporation provides a regular supply of water to this residential project.","['8 Wardrobe', 'Fan', '1 Exhaust Fan', '3 Geyser', 'Light', '1 Chimney', '1 Modular Kitchen', '1 Curtains', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Power Back-up', 'Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house']","['Connectivity4 out of 5', 'Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",89477806
"3 BHK Flat in Whitefield, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-prestige-park-grove-whitefield-bangalore-east-1458-sqft-spid-W88276822,Prestige Park Grove,2.05 Crore,"₹14,060 /sqft",Super Built-up area 1458(135.45 sq.m.)Carpet area: 947 sqft (87.98 sq.m.),3 Bedrooms,2 Bathrooms,1 Balcony,,"Whitefield, Bangalore",25th   of 26 Floors,West,Dec 2027,"['Crescendo International Preschool', 'Bearys Global Research Triangle', 'Whitefield Global School', 'National Highway 75', 'MVJ College of Engineering', 'Park Square Mall', 'Vivanta Bengaluru Hotel', 'Manipal Hospital Whitefield', 'Kempegowda International Airport', 'Whitefield (Kadugodi) Metro Station']","Experience elevated living in this thoughtfully positioned residence at prestige park grove, where sustainability meets skyline luxury.
Set on the 25th floor, the home enjoys uninterrupted views of chikabanahalli lake, open skies, and a serene outlook facing the lowdensity sycon maitri villa ensuring longterm privacy and visual openness.
The property comes with complimentary solarpowered facilities, enabling energyefficient, ecoconscious living while reducing electricity expenses. Expansive windows and an opensky balcony flood the home with natural light and fresh air.
Ideal for individuals and families seeking futureready luxury, scenic serenity, and sustainable living within one of bangalores most prestigious integrated townships",[],[],"['Connectivity4.4 out of 5', 'Lifestyle4.4 out of 5', 'Safety4.2 out of 5', 'Green Area4.1 out of 5']",W88276822
"2 BHK Flat in Yelahanka, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prestige-royale-gardens-yelahanka-bangalore-north-1304-sqft-spid-J90317638,Prestige Royale Gardens,1.54 Crore,"₹11,810 /sqft",Super Built-up area 1304(121.15 sq.m.)Carpet area: 923 sqft (85.75 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,"6xxx, Yelahanka, Bangalore",2nd   of 16 Floors,East,5 to 10 Year Old,"['The Galleria Mall', 'Doddaballapur Main Rd', 'Vibgyor High School', 'NITTE Pre University College', 'Navachethana Hospital', 'Kempegowda International Airport', 'J B Kaval Tree Park', 'Stadium Football Club', 'NES Bus Stop', 'Yelahanka Junction', 'Metropolis Business Park', 'Ramada by Wyndham Bengaluru Yelahanka', 'Padukone - Dravid Sports Centre']","Ready-To-Move-In ivy certified apartment.Prestige royale gardens is a large-Format premium residential township in yelahanka, north bengaluru, spread across an expansive 22.5-Acre development with approximately 84% open green space, offering a spacious and well-Landscaped living environment. The society is equipped with a grand clubhouse, swimming pool, gymnasium, multiple indoor and outdoor sports courts, jogging and cycling tracks, childrens play areas, senior citizen zones, mini theatre, landscaped gardens, and 24/7 multi-Layer security, creating a complete lifestyle ecosystem for families. Its standout usp lies in its township-Scale planning, abundant open greens, and low-Congestion layout with wide internal roads and over 40 lifestyle amenities, delivering a balanced blend of luxury and everyday comfort.","['1 Wardrobe', 'Fan', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Construction4.1 out of 5', 'Amenities4.4 out of 5', 'Management4.1 out of 5', 'Connectivity4.2 out of 5', 'Green Area4.2 out of 5']",J90317638
"2 BHK Flat in Sadaramangala, KR Puram",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahaveer-promenade-sadaramangala-bangalore-east-1249-sqft-spid-M89930738,Mahaveer Promenade,1.21 Crore,"₹9,688 /sqft",Super Built-up area 1249(116.04 sq.m.)Carpet area: 883 sqft (82.03 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,Pooja Room,"3xx, Sadaramangala, KR Puram",3rd   of 12 Floors,East,5 to 10 Year Old,"['Hanuman Temple', 'Swami Vivekananda Ashrama', 'State bank of india ATM', 'Punjab national bank ATM', 'Citi bank ATM', 'Nationwide Kadugodi Clinic', 'Telerad RXDX Kadugodi', 'Sky Diagnostic Centre kumbena agrahara', 'Tele Rad RX DX Health care Pvt Ltd', 'Narayana Multispeciality Hospital', 'Cloud Nine Hospital', 'New Life Hospital bangalore', 'Seegehalli Government Hospital', 'Apollo Pharmacy', 'International Tech Park', 'Shell', 'Bharat Petroleum', 'State bank of india', 'Q Cinemas', 'Aiswarya Malayali Hotel', 'Delhi Mahal Restaurant', 'Subway', 'Dot Yum', 'Starbucks', 'Nandhini', 'Sri Udupi Park', 'Punjabi by Nature 2.0', 'Delhiwale', ""Swensen's Ice-cream"", 'Habanero', 'Bakasur', ""Domino's Pizza"", 'Barbeque Nation', 'The Creek', 'Bhagini Residency', 'Khaaja Chowk', 'The Palet', 'Chillys', 'Thallasery Restaurant', 'Srinidhi Sagar', 'Hoodi Primary School', 'Hoodi railway station', 'Whitefield railway station', 'ExxonMobil Services and Technology Private Limited', 'McKinsey & Company New Ventures']","Ready-To-Move-In ivy certified apartment.Mahaveer promenade, sadaramangala (Near whitefield/kr puram), bengaluru is a well-Planned residential enclave spread across 3.6 acres, offering well-Balanced open and landscaped spaces (64%) that enhance greenery and ventilation within the community. The society features key amenities including a clubhouse, swimming pool, gymnasium, indoor games, basketball court, jogging track, childrens play area, landscaped gardens, and 24/7 security with power backup, ensuring a comfortable lifestyle. A key highlight is its mid-Density layout (295 units across multiple towers) with homes designed for ample natural light and ventilation, promoting practical urban living.","['1 Wardrobe', 'Fan', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],M89930738
"2 BHK Flat in Kasavanhalli, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bhuvana-greens-kasavanhalli-bangalore-east-1320-sq-ft-spid-X90102070,Bhuvana Greens,1.4 Crore,"₹10,606 /sqft",Super Built-up area 1320(122.63 sq.m.)Built-up area: 1032 sqft (95.88 sq.m.)Carpet area: 1022 sqft (94.95 sq.m.),2 Bedrooms,2 Bathrooms,2 Balconies,,"Kasavanhalli, Bangalore",6th   of 14 Floors,North,5 to 10 Year Old,"['Pelekamma Temple', 'State bank of india ATM', 'State bank of india ATM', 'The Smile Kraftz Speciality Clinic', 'Sparsh Clinic', 'Raksha Orthopaedic And Multi Speciality Centre', 'Alpha Clinics', 'Stanford Speciality Hospital', 'Esthetix Orthodontic and Cosmetic Dental Clinic', 'add-on Scans & Labs', 'Clinic', 'Apollo Clinic', 'Sai Clinic', 'Dr Mohan Nursing Home', 'The Family Doctor & The Family Pharma', 'Naadi Ayurveda Center', 'Vaatsalya Homeopathy Clinic', 'Renuka Clinic', 'Addresshealth Child Health Clinic', 'Banashankari Medicals', 'Ramdev Medicals', 'Krishna Medical & General Stores', 'MedPlus Medical Center', 'Apollo Pharmacy', 'Brothers Chemists', 'Icici bank', 'Hdfc bank', 'Andhra bank', 'Karnataka bank', 'South indian bank', 'Kotak mahindra bank', 'Icici bank', 'Amphitheatre', 'Amrutha multicuisine restaurant', 'Xtreme Sports Bar', 'Xplod resto bar', 'Chai World', 'Chai Point', 'Pizza Hut', 'Nandini', 'Dosa Time', 'Juice', 'Chat & More', 'Aroi', 'Cafe 916', 'Cuppa Coffee', 'South Inn', 'California Burrito', 'Vandana', 'Vidyarambh Play School']","2bhk semi furnished flat available for sale , 1320 sq feet,","['2 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],"['Connectivity4 out of 5', 'Lifestyle4 out of 5', 'Safety3.9 out of 5', 'Green Area3.9 out of 5']",X90102070
"3 BHK Flat in Huskur, Near Hoskote, Bangalore",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sbr-keerthiprime-huskur-bangalore-east-1150-sqft-spid-K89808584,SBR Keerthiprime,1.09 Crore,"₹9,478 /sqft",Super Built-up area 1150(106.84 sq.m.),3 Bedrooms,2 Bathrooms,2 Balconies,Pooja Room,"Huskur, Near Hoskote, Bangalore",4th   of 9 Floors,East,Ready To Move,"['Park Square Mall', 'NH 75', 'Star Public School', 'Garden City University-Campus', 'Dasegowda Health Center', 'Kempegowda International Airport', 'Whitefield Railway Station', 'ITPL Buliding', 'The Zuri Whitefield, Bengaluru', 'Sky Zone Bengaluru', 'Prestige Augusta Golf Village', 'Bhattarahalli Indoor Stadium']","Ready to move in apartment
Sbr keerthi prime is a residential apartment project located near budigere cross on old madras road in east bangalore. The home spans 1,150 sqft (Sba) and is situated on the 4th floor of a 9-Storey tower, with an east-Facing orientation that ensures abundant natural light and scenic views. Spread across around 2 acres, it offers well-Designed 2, 2.5, and 3 bhk homes with modern amenities like a clubhouse, swimming pool, gym, and landscaped open spaces. The project enjoys good connectivity to whitefield, kr puram, and major it hubs, making it suitable for both end-Use and investment.","['1 Wardrobe', 'Fan', '1 Exhaust Fan', 'Light', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Dining Table', 'No Geyser', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']",[],[],K89808584
"2 BHK Flat in Singasandra, Hosur Road",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tvs-emerald-jardin-singasandra-bangalore-south-946-sq-ft-spid-O89735564,TVS Emerald Jardin,1.15 Crore,"₹12,156 /sqft",Carpet area: 946 (87.89 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,,"Singasandra, Hosur Road",16th   of 18 Floors,East,0 to 1 Year Old,"['Hosa Road Metro Station', 'Nexus Mall Koramangala', 'Chennekothapalli Road', 'Relic International School', 'Dayananda Sagar University', 'Hospitec Multispeciality Hospital', 'Kempegowda International Airport', 'Karmelaram Railway Station', 'JP Software Park', 'The Leela Palace Bengaluru', 'ASC Golf Course', 'Atal Bihari Vajpayee Stadium']","The flat is east-Facing. The flat is over 946 sq.Ft. Carpet area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 16th floor of this 18 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. Proximity to landmarks like close to metro station makes this an ideal property for families.",[],"['Vaastu Compliant', 'High Ceiling Height']","['Connectivity4.3 out of 5', 'Lifestyle4.1 out of 5', 'Safety4 out of 5', 'Green Area4 out of 5']",O89735564
"2 BHK Flat in ITI Layout, Banashankari, Bangalore",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-purvi-lotus-iti-layout-bangalore-south-1296-sqft-spid-T90293642,Purvi Lotus,95 Lac,"₹7,330 /sqft",Super Built-up area 1296(120.4 sq.m.),2 Bedrooms,2 Bathrooms,1 Balcony,,"Pcs1032, ITI Layout, Banashankari, Bangalore",4th   of 4 Floors,East,5 to 10 Year Old,"['Hongasandra Metro Station', 'PNR felicity mall', 'National Highway 44', 'VIBGYOR High School', 'Dayananda Sagar University (DSU)', 'Hamilton Bailey Hospital', 'Kempegowda  Airport', 'AMR Tech Park', 'Courtyard by Marriott', 'Loco Bear Amusment Park', 'ASC Golf Course', 'M.Chinnaswamy Stadium']","This is a east-Facing property. The flat occupies a super built up area of 1296 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the top level of a 4 storey building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. This residential property is situated near close to metro station. All the modern amenities such as swimming pool, fitness centre / gym, club house and lift(s) will make life easier for you.","['2 Wardrobe', 'Fan', '2 Geyser', 'Light', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Vaastu Compliant', 'Corner Property']","['Connectivity4 out of 5', 'Lifestyle4 out of 5', 'Safety4 out of 5', 'Green Area3.9 out of 5']",T90293642
